"ASV";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"sequence_1615";"Bacteria";"Myxococcota";"Polyangia";"Blfdi19";NA;NA
"sequence_1616";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1617";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_5"
"sequence_1618";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1619";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_1620";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Erwiniaceae";"Pantoea"
"sequence_1621";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Rhodopseudomonas"
"sequence_1622";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Anaeromyxobacteraceae";"Anaeromyxobacter"
"sequence_1623";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Adhaeribacter"
"sequence_1624";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus_Solibacter"
"sequence_1625";"Bacteria";"RCP2-54";NA;NA;NA;NA
"sequence_1626";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"SC-I-84";NA
"sequence_1627";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1628";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1629";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Galbitalea"
"sequence_1630";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1631";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Bosea"
"sequence_1632";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Ellin6055"
"sequence_1633";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";NA
"sequence_1634";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_10"
"sequence_1635";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1636";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1637";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1638";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Rhodococcus"
"sequence_1639";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Ideonella"
"sequence_1640";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1641";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1642";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1643";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1644";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1645";"Bacteria";"Acidobacteriota";"Subgroup_5";NA;NA;NA
"sequence_1646";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Desulfuromonadaceae";"Desulfuromonas"
"sequence_1647";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Adhaeribacter"
"sequence_1648";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10"
"sequence_1649";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"AKYH767";NA
"sequence_1650";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";NA
"sequence_1651";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_1652";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_1653";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1654";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Aquabacterium"
"sequence_1655";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1656";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA
"sequence_1657";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1658";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1659";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Leptothrix"
"sequence_1660";"Bacteria";"Acidobacteriota";"Subgroup_22";NA;NA;NA
"sequence_1661";"Bacteria";"Bacteroidota";"Kapabacteria";"Kapabacteriales";NA;NA
"sequence_1662";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";NA
"sequence_1663";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";NA;NA
"sequence_1664";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA
"sequence_1665";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Luedemannella"
"sequence_1666";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Actinomarinales";NA;NA
"sequence_1667";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1668";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1669";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter"
"sequence_1670";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_1671";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Kaistiaceae";"Kaistia"
"sequence_1672";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1673";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_1674";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas"
"sequence_1675";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas"
"sequence_1676";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";"Steroidobacter"
"sequence_1677";"Bacteria";"NB1-j";NA;NA;NA;NA
"sequence_1678";"Bacteria";"Planctomycetota";"Phycisphaerae";"Phycisphaerales";"Phycisphaeraceae";"SM1A02"
"sequence_1679";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1680";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Microscillaceae";"Chryseolinea"
"sequence_1681";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1682";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1683";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1684";"Bacteria";"Actinobacteriota";"Actinobacteria";"Kineosporiales";"Kineosporiaceae";NA
"sequence_1685";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Noviherbaspirillum"
"sequence_1686";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_1687";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1688";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_1689";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Bauldia"
"sequence_1690";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_1691";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_1692";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Tahibacter"
"sequence_1693";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_1694";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";NA
"sequence_1695";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus"
"sequence_1696";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium"
"sequence_1697";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1698";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Lysinimonas"
"sequence_1699";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"CCD24";NA;NA
"sequence_1700";"Bacteria";"Acidobacteriota";"Subgroup_22";NA;NA;NA
"sequence_1701";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira"
"sequence_1702";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptosporangiales";"Streptosporangiaceae";"Nonomuraea"
"sequence_1703";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1704";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1705";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Methylophilaceae";"Methylobacillus"
"sequence_1706";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_1707";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Bacteriovorax"
"sequence_1708";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1709";"Bacteria";"Firmicutes";"Bacilli";"Thermoactinomycetales";"Thermoactinomycetaceae";NA
"sequence_1710";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1711";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";"Vermiphilaceae";NA
"sequence_1712";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Luedemannella"
"sequence_1713";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";"Candidatus_Koribacter"
"sequence_1714";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Microscillaceae";"Ohtaekwangia"
"sequence_1715";"Bacteria";"Firmicutes";"Bacilli";"Alicyclobacillales";"Alicyclobacillaceae";"Tumebacillus"
"sequence_1716";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1717";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Prolixibacteraceae";"WCHB1-32"
"sequence_1718";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1719";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Ellin6055"
"sequence_1720";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1721";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";"Geobacter"
"sequence_1722";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1723";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Staphylococcus"
"sequence_1724";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Staphylococcus"
"sequence_1725";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1726";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1727";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella"
"sequence_1728";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1729";"Bacteria";"Firmicutes";"Bacilli";"Thermoactinomycetales";"Thermoactinomycetaceae";"Planifilum"
"sequence_1730";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_8"
"sequence_1731";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10"
"sequence_1732";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter"
"sequence_1733";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"OM27_clade"
"sequence_1734";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Geobacterales";"Geobacteraceae";"Citrifermentans"
"sequence_1735";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia"
"sequence_1736";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter"
"sequence_1737";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"sequence_1738";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA
"sequence_1739";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1740";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1741";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1742";"Bacteria";"Fibrobacterota";"Fibrobacteria";"Fibrobacterales";"Fibrobacteraceae";NA
"sequence_1743";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_1744";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Methylibium"
"sequence_1745";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1746";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Arthrobacter"
"sequence_1747";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1748";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1749";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1750";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Piscinibacter"
"sequence_1751";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";NA
"sequence_1752";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA
"sequence_1753";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1754";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Cytophagaceae";"Sporocytophaga"
"sequence_1755";"Bacteria";"Chloroflexi";"Anaerolineae";"SJA-15";NA;NA
"sequence_1756";"Bacteria";"Actinobacteriota";"MB-A2-108";NA;NA;NA
"sequence_1757";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Virgibacillus"
"sequence_1758";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_1759";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter"
"sequence_1760";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1761";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_1762";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"env.OPS_17";NA
"sequence_1763";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";NA
"sequence_1764";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";"Candidatus_Alysiosphaera"
"sequence_1765";"Bacteria";"Entotheonellaeota";"Entotheonellia";"Entotheonellales";"Entotheonellaceae";NA
"sequence_1766";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";NA
"sequence_1767";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1768";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1769";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1770";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1771";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinoplanes"
"sequence_1772";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Dactylosporangium"
"sequence_1773";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Phaselicystidaceae";"Phaselicystis"
"sequence_1774";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_1"
"sequence_1775";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1776";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Solibacillus"
"sequence_1777";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1778";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Pajaroellobacter"
"sequence_1779";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Hamadaea"
"sequence_1780";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_1781";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Microvirga"
"sequence_1782";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1783";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";"Acidibacter"
"sequence_1784";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Sandaracinaceae";NA
"sequence_1785";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Desulfuromonadaceae";"Desulfuromonas"
"sequence_1786";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1787";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";"Gemmatimonas"
"sequence_1788";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_1789";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Ellin6067"
"sequence_1790";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_1791";"Bacteria";"Planctomycetota";"Pla4_lineage";NA;NA;NA
"sequence_1792";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1793";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1794";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas"
"sequence_1795";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10"
"sequence_1796";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1797";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";NA;NA
"sequence_1798";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinoplanes"
"sequence_1799";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Herbinix"
"sequence_1800";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";NA;NA
"sequence_1801";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Microtrichaceae";NA
"sequence_1802";"Bacteria";"Chloroflexi";"Ktedonobacteria";"C0119";NA;NA
"sequence_1803";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Luedemannella"
"sequence_1804";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Tistrellales";"Geminicoccaceae";NA
"sequence_1805";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Ramlibacter"
"sequence_1806";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Dactylosporangium"
"sequence_1807";"Bacteria";"Actinobacteriota";"Acidimicrobiia";NA;NA;NA
"sequence_1808";"Bacteria";"Acidobacteriota";"Subgroup_11";NA;NA;NA
"sequence_1809";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Frondihabitans"
"sequence_1810";"Bacteria";"Chloroflexi";"Dehalococcoidia";"SAR202_clade";NA;NA
"sequence_1811";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1812";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Planococcaceae";"Solibacillus"
"sequence_1813";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_1814";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"env.OPS_17";NA
"sequence_1815";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1816";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_1817";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Williamsia"
"sequence_1818";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium"
"sequence_1819";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";"SWB02"
"sequence_1820";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1821";"Bacteria";"Actinobacteriota";"Acidimicrobiia";NA;NA;NA
"sequence_1822";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1823";"Bacteria";"Actinobacteriota";"Actinobacteria";"PeM15";NA;NA
"sequence_1824";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Amaricoccus"
"sequence_1825";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_1826";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_1827";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Rhodococcus"
"sequence_1828";"Bacteria";"Desulfobacterota";"Desulfuromonadia";"Desulfuromonadia_or";"Desulfuromonadaceae";"Desulfuromonas"
"sequence_1829";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_1830";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA
"sequence_1831";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_1832";"Bacteria";"Fibrobacterota";"Fibrobacteria";"Fibrobacterales";"Fibrobacteraceae";NA
"sequence_1833";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1834";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1835";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Geodermatophilaceae";"Blastococcus"
"sequence_1836";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptosporangiales";"Thermomonosporaceae";"Actinoallomurus"
"sequence_1837";"Bacteria";"Planctomycetota";"OM190";NA;NA;NA
"sequence_1838";"Bacteria";"Spirochaetota";"Spirochaetia";"Spirochaetales";"Spirochaetaceae";"Spirochaeta_2"
"sequence_1839";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1840";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"P3OB-42"
"sequence_1841";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";NA;NA
"sequence_1842";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Micropepsales";"Micropepsaceae";NA
"sequence_1843";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Tardiphaga"
"sequence_1844";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1845";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"MND1"
"sequence_1846";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1847";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
