"ASV";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus"
"sequence_1848";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";"SWB02"
"sequence_1849";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium"
"sequence_1850";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Pajaroellobacter"
"sequence_1851";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_1852";"Bacteria";"Actinobacteriota";"Actinobacteria";"0319-7L14";NA;NA
"sequence_1853";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Nordella"
"sequence_1854";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1855";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1856";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Falsochrobactrum"
"sequence_1857";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Luedemannella"
"sequence_1858";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_1859";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Schumannella"
"sequence_1860";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_1861";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Bosea"
"sequence_1862";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Rhodanobacteraceae";"Ahniella"
"sequence_1863";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1864";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1865";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Cellvibrionaceae";"Cellvibrio"
"sequence_1866";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_1867";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Salmonella"
"sequence_1868";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1869";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_1870";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"mle1-7"
"sequence_1871";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Lysobacter"
"sequence_1872";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";"Gemmatimonas"
"sequence_1873";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1874";"Bacteria";"Latescibacterota";NA;NA;NA;NA
"sequence_1875";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1876";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1877";"Bacteria";"Actinobacteriota";"Rubrobacteria";"Rubrobacterales";"Rubrobacteriaceae";"Rubrobacter"
"sequence_1878";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Saprospiraceae";NA
"sequence_1879";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1880";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Streptomyces"
"sequence_1881";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Dongiales";"Dongiaceae";"Dongia"
"sequence_1882";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Nordella"
"sequence_1883";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_1884";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA
"sequence_1885";"Bacteria";"Actinobacteriota";"Rubrobacteria";"Rubrobacterales";"Rubrobacteriaceae";"Rubrobacter"
"sequence_1886";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Duganella"
"sequence_1887";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Rhodococcus"
"sequence_1888";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1889";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Herpetosiphonaceae";"Herpetosiphon"
"sequence_1890";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1891";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1892";"Bacteria";"Planctomycetota";"OM190";NA;NA;NA
"sequence_1893";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1894";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1895";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";NA
"sequence_1896";"Bacteria";"Chloroflexi";NA;NA;NA;NA
"sequence_1897";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1898";"Bacteria";"Firmicutes";"Bacilli";"Erysipelotrichales";"Erysipelotrichaceae";"Turicibacter"
"sequence_1899";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Nakamurellaceae";"Nakamurella"
"sequence_1900";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Micropepsales";"Micropepsaceae";NA
"sequence_1901";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"BIrii41";NA
"sequence_1902";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1903";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_1904";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1905";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1906";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"Myxococcus"
"sequence_1907";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Alcaligenaceae";"Achromobacter"
"sequence_1908";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1909";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1910";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";NA;NA
"sequence_1911";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1912";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_1913";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinoplanes"
"sequence_1914";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Pseudolabrys"
"sequence_1915";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"TRA3-20";NA
"sequence_1916";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1917";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Peredibacter"
"sequence_1918";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_1919";"Bacteria";"Firmicutes";"Clostridia";"Clostridia_or";"Hungateiclostridiaceae";"Ruminiclostridium"
"sequence_1920";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1921";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Anaeromyxobacteraceae";"Anaeromyxobacter"
"sequence_1922";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1923";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"sequence_1924";"Bacteria";"Chloroflexi";"JG30-KF-CM66";NA;NA;NA
"sequence_1925";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Sporichthyaceae";NA
"sequence_1926";"Bacteria";"Actinobacteriota";"Acidimicrobiia";NA;NA;NA
"sequence_1927";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1928";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Nitrosomonadaceae";"Ellin6067"
"sequence_1929";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";"Pseudonocardia"
"sequence_1930";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Roseiflexaceae";NA
"sequence_1931";"Bacteria";"Actinobacteriota";"Actinobacteria";"Glycomycetales";"Glycomycetaceae";"Glycomyces"
"sequence_1932";"Bacteria";"Latescibacterota";"Latescibacteria";"Latescibacterales";"Latescibacteraceae";NA
"sequence_1933";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1934";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";NA
"sequence_1935";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_1936";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_1937";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Micavibrionales";NA;NA
"sequence_1938";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Brevundimonas"
"sequence_1939";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1940";"Bacteria";"RCP2-54";NA;NA;NA;NA
"sequence_1941";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_1942";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1943";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1944";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Kaistiaceae";"Kaistia"
"sequence_1945";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";"Kitasatospora"
"sequence_1946";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_1947";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_1948";"Bacteria";"Bacteroidota";"Kapabacteria";"Kapabacteriales";NA;NA
"sequence_1949";"Bacteria";"Firmicutes";"Bacilli";"Thermoactinomycetales";"Thermoactinomycetaceae";"Shimazuella"
"sequence_1950";"Bacteria";"Acidobacteriota";"Thermoanaerobaculia";"Thermoanaerobaculales";"Thermoanaerobaculaceae";"Subgroup_10"
"sequence_1951";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_1952";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1953";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Bacteriovorax"
"sequence_1954";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingobium"
"sequence_1955";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_1956";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";"Bradyrhizobium"
"sequence_1957";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1958";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1959";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_1960";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";"Chthoniobacter"
"sequence_1961";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"ADurb.Bin063-1"
"sequence_1962";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_1963";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"NS11-12_marine_group";NA
"sequence_1964";"Bacteria";"Acidobacteriota";"Subgroup_22";NA;NA;NA
"sequence_1965";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter"
"sequence_1966";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Ilumatobacteraceae";"Ilumatobacter"
"sequence_1967";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_1968";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_1969";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA
"sequence_1970";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_1971";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1972";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_1973";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter"
"sequence_1974";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"A21b";NA
"sequence_1975";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"env.OPS_17";NA
"sequence_1976";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1977";"Bacteria";"Firmicutes";"Desulfitobacteriia";"Desulfitobacteriales";"Desulfitobacteriaceae";"Desulfosporosinus"
"sequence_1978";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1979";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptosporangiales";"Streptosporangiaceae";"Sphaerisporangium"
"sequence_1980";"Bacteria";"NB1-j";NA;NA;NA;NA
"sequence_1981";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus"
"sequence_1982";"Bacteria";"Firmicutes";"Clostridia";"Lachnospirales";"Lachnospiraceae";"Lachnoclostridium"
"sequence_1983";"Bacteria";"Chloroflexi";"SHA-26";NA;NA;NA
"sequence_1984";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";NA
"sequence_1985";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1986";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1987";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_1988";"Bacteria";"Chloroflexi";"Dehalococcoidia";"S085";NA;NA
"sequence_1989";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola"
"sequence_1990";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Gaiella"
"sequence_1991";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Solibacterales";"Solibacteraceae";"Candidatus_Solibacter"
"sequence_1992";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_1993";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Bosea"
"sequence_1994";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_1995";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Nakamurellaceae";"Nakamurella"
"sequence_1996";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1997";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_1998";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_1999";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Bacteriovorax"
"sequence_2000";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";"Rhizobacter"
"sequence_2001";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_2002";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_2003";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Bacteriovorax"
"sequence_2004";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_2005";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Hyphomonadaceae";"Hirschia"
"sequence_2006";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_2007";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";NA;NA
"sequence_2008";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA
"sequence_2009";"Bacteria";"Actinobacteriota";"Actinobacteria";"Kineosporiales";"Kineosporiaceae";"Kineosporia"
"sequence_2010";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Micromonospora"
"sequence_2011";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Microtrichales";"Iamiaceae";"Iamia"
"sequence_2012";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";NA;NA
"sequence_2013";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_2014";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bacteriovoracales";"Bacteriovoracaceae";"Bacteriovorax"
"sequence_2015";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter"
"sequence_2016";"Bacteria";"Planctomycetota";"OM190";NA;NA;NA
"sequence_2017";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Oxalobacteraceae";"Massilia"
"sequence_2018";"Bacteria";"Chloroflexi";"Dehalococcoidia";"SAR202_clade";NA;NA
"sequence_2019";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Steroidobacterales";"Steroidobacteraceae";NA
"sequence_2020";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA
"sequence_2021";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Mesorhizobium"
"sequence_2022";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"RS25G"
"sequence_2023";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium"
"sequence_2024";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingopyxis"
"sequence_2025";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas"
"sequence_2026";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae";"Clostridium_sensu_stricto_2"
"sequence_2027";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas"
"sequence_2028";"Bacteria";"Bdellovibrionota";"Oligoflexia";"0319-6G20";NA;NA
"sequence_2029";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Elsterales";NA;NA
"sequence_2030";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria_Incertae_Sedis";"Unknown_Family";"Acidibacter"
"sequence_2031";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Lapillicoccus"
"sequence_2032";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";"Actinoplanes"
"sequence_2033";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_2034";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"SC-I-84";NA
"sequence_2035";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Sulfuritalea"
"sequence_2036";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"KF-JG30-B3";NA
"sequence_2037";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_2038";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter"
"sequence_2039";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA
"sequence_2040";"Bacteria";"Gemmatimonadota";"Gemmatimonadetes";"Gemmatimonadales";"Gemmatimonadaceae";NA
"sequence_2041";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_2042";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"SC-I-84";NA
"sequence_2043";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides"
"sequence_2044";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";NA
"sequence_2045";"Bacteria";"Chloroflexi";"TK10";NA;NA;NA
"sequence_2046";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Pseudaminobacter"
"sequence_2047";"Bacteria";"Chloroflexi";"Chloroflexia";"Chloroflexales";"Chloroflexaceae";"Oscillochloris"
"sequence_2048";"Bacteria";"Myxococcota";"Polyangia";"Haliangiales";"Haliangiaceae";"Haliangium"
"sequence_2049";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"IMCC26256";NA;NA
"sequence_2050";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia"
"sequence_2051";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Arenimonas"
"sequence_2052";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Paenibacillus"
"sequence_2053";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio"
"sequence_2054";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Oceanospirillales";"Pseudohongiellaceae";"BIyi10"
